Version: Taxi Continuous/Discontinuous v4.1.9723.39829
TriggerVersion: v4
TaskType: Discontinuous
MazeName: DTL Cam
NumberOfTrials: 1
PosterLocations: 
CompletionWindow: 60000
TimeoutDuration: 3000
IntersessionInterval: 1000
RewardTime: 1000
RewardViewCriteria: 45
RotationSpeed: 104.5476
MovementSpeed: 5
JoystickDeadzone: 0
AngleRestrictionAmount: 0
RequiredDistance: 1
ProximityDistance: 1
DirectionErrorDistance: 0.5
isJoystickEnabled: False
isReverseEnabled: True
isForwardEnabled: True
isRightEnabled: True
isLeftEnabled: True
isYInverted: False
isXInverted: False
RestartOnTrialFail: True
ResetPositionOnTrial: True
FaceRandomDirectionOnStart: False
MultipleWaypoints: False
DisableInterSessionBlackout: True
ResetPositionOnSession: False
EnableDirectionError: False
DisableHint: False
EnableRewardAreaError: False
RewardAreaErrorTime: -1
--- Start of Dataset --- 
 0 0.02094440 -12.8900 0.0600 90.0000
 0 0.01219140 -12.8900 0.0600 90.0000
 0 0.01745920 -12.8900 0.0600 90.0000
 0 0.01619210 -12.8900 0.0600 90.0000
 0 0.01621030 -12.8900 0.0600 90.0000
 0 0.01679260 -12.8900 0.0600 90.0000
 0 0.01690530 -12.8900 0.0600 90.0000
 0 0.01671090 -12.8900 0.0600 90.0000
 0 0.01706220 -12.8900 0.0600 90.0000
 0 0.01644550 -12.8900 0.0600 90.0000
 0 0.01678990 -12.8900 0.0600 90.0000
 21 0.02037320 -12.8900 0.0600 90.0000
 0 0.01358490 -12.8900 0.0600 90.0000
 0 0.01907090 -12.8900 0.0600 90.0000
 0 0.01531400 -12.8900 0.0600 90.0000
 0 0.01458450 -12.8900 0.0600 90.0000
 0 0.01933460 -12.8900 0.0600 90.0000
 0 0.01639260 -12.8900 0.0600 90.0000
 0 0.01536630 -12.8900 0.0600 90.0000
 0 0.01748990 -12.8900 0.0600 90.0000
 0 0.01522350 -12.8900 0.0600 90.0000
 0 0.01629630 -12.8900 0.0600 90.0000
 0 0.01855270 -12.8900 0.0600 90.0000
 0 0.01527780 -12.8900 0.0600 90.0000
 0 0.01802230 -12.8900 0.0600 90.0000
 0 0.01714960 -12.8900 0.0600 90.0000
 0 0.01612350 -12.8900 0.0600 90.0000
 0 0.01480180 -12.8900 0.0600 90.0000
 0 0.01631820 -12.8900 0.0600 90.0000
 0 0.01688660 -12.8900 0.0600 90.0000
 0 0.01654200 -12.8900 0.0600 90.0000
 0 0.01645200 -12.8900 0.0600 90.0000
 0 0.01700760 -12.8900 0.0600 90.0000
 0 0.01855500 -12.8900 0.0600 90.0000
 0 0.01543730 -12.8900 0.0600 90.0000
 0 0.02032610 -12.8900 0.0600 90.0000
 0 0.01327720 -12.8900 0.0600 90.0000
 0 0.02124740 -12.8900 0.0600 90.0000
 0 0.01468680 -12.8900 0.0600 90.0000
 0 0.01437340 -12.8900 0.0600 90.0000
 0 0.01573620 -12.8900 0.0600 90.0000
 0 0.01663570 -12.8900 0.0600 90.0000
 0 0.01777190 -12.8900 0.0600 90.0000
 0 0.01537840 -12.8900 0.0600 88.3922
 0 0.02028490 -12.8900 0.0600 86.2715
 0 0.01325860 -12.8240 0.0659 84.8853
 0 0.01858410 -12.7318 0.0773 82.9424
 0 0.01481140 -12.6585 0.0884 81.3939
 0 0.01767870 -12.5716 0.1044 79.5456
 0 0.01842810 -12.4816 0.1242 77.6190
 0 0.01588640 -12.4046 0.1435 75.9582
 0 0.01794520 -12.3183 0.1681 74.0820
 0 0.01334790 -12.2546 0.1879 72.6865
 0 0.01966900 -12.1618 0.2206 70.6302
 0 0.01427020 -12.0951 0.2460 69.1383
 0 0.01874690 -12.0087 0.2823 67.1783
 0 0.01658860 -11.9333 0.3168 65.4440
 0 0.01617610 -11.8607 0.3526 63.7529
 0 0.01615180 -11.7894 0.3904 62.0642
 0 0.01700630 -11.7155 0.4325 60.2863
 0 0.01747760 -11.6410 0.4783 58.4590
 0 0.01453400 -11.5801 0.5179 56.9395
 0 0.01769830 -11.5076 0.5685 55.0892
 0 0.01611750 -11.4429 0.6166 53.4042
 0 0.01649530 -11.3782 0.6677 51.6796
 0 0.01690740 -11.3135 0.7222 49.9120
 0 0.01682830 -11.2508 0.7783 48.1526
 0 0.01608170 -11.1925 0.8337 46.4713
 0 0.01704660 -11.1326 0.8943 44.6891
 0 0.01746390 -11.0732 0.9583 42.8633
 0 0.01646540 -11.0190 1.0203 41.1419
 0 0.01668950 -10.9660 1.0848 39.3971
 0 0.01514630 -10.9196 1.1446 37.8136
 0 0.01718920 -10.8691 1.2141 36.0165
 0 0.01829340 -10.8178 1.2899 34.1039
 0 0.01579760 -10.7754 1.3565 32.4523
 0 0.01737390 -10.7311 1.4312 30.6359
 0 0.01740560 -10.6892 1.5075 28.8162
 0 0.01649530 -10.6516 1.5809 27.0917
 0 0.01476340 -10.6198 1.6475 25.5482
 0 0.01839330 -10.5829 1.7318 23.6252
 0 0.01514450 -10.5545 1.8020 22.0419
 0 0.01717540 -10.5248 1.8825 20.2463
 0 0.01682260 -10.4981 1.9623 18.4875
 0 0.01837100 -10.4719 2.0504 16.5668
 0 0.01475910 -10.4528 2.1216 15.0238
 0 0.01860480 -10.4318 2.2122 13.0787
 0 0.01571020 -10.4162 2.2892 11.4363
 0 0.01649850 -10.4023 2.3705 9.7114
 0 0.01756720 -10.3902 2.4576 7.8748
 0 0.01490580 -10.3820 2.5316 6.3164
 0 0.01808910 -10.3751 2.6218 4.4252
 0 0.01635660 -10.3712 2.7035 2.7152
 0 0.01634960 -10.3697 2.7852 1.0059
 0 0.01527340 -10.3705 2.8616 359.4091
 0 0.01753710 -10.3742 2.9492 357.5756
 0 0.01803950 -10.3810 3.0391 355.6896
 0 0.02163830 -10.3934 3.1466 353.4274
 0 0.00759680 -10.3983 3.1843 352.6332
 0 0.01912110 -10.4138 3.2786 350.6341
 0 0.01667750 -10.4299 3.3605 348.8905
 0 0.01793650 -10.4501 3.4478 347.0153
 0 0.01637710 -10.4708 3.5270 345.3031
 0 0.01676610 -10.4946 3.6074 343.5503
 0 0.01782030 -10.5198 3.6929 343.5503
 0 0.01646720 -10.5198 3.6929 343.5503
 0 0.01402730 -10.5198 3.6929 343.5503
 0 0.01668840 -10.5198 3.6929 343.5503
 0 0.02106710 -10.5198 3.6929 343.5503
 0 0.01651460 -10.5198 3.6929 343.5503
 0 0.01702020 -10.5198 3.6929 343.5503
 0 0.01736030 -10.5198 3.6929 343.5503
 0 0.01558760 -10.5198 3.6929 343.5503
 0 0.01732510 -10.5198 3.6929 343.5503
 0 0.01834700 -10.5198 3.6929 343.5503
 0 0.01492120 -10.5198 3.6929 343.5503
 0 0.01766280 -10.5198 3.6929 343.5503
 0 0.01666390 -10.5198 3.6929 343.5503
 0 0.01595860 -10.5198 3.6929 343.5503
 0 0.01641290 -10.5198 3.6929 343.5503
 0 0.01814240 -10.5198 3.6929 343.5503
 0 0.00981130 -10.5198 3.6929 343.5503
 0 0.01743810 -10.5198 3.6929 343.5503
 0 0.01651520 -10.5198 3.6929 343.5503
 0 0.01524010 -10.5198 3.6929 343.5503
 0 0.01857680 -10.5198 3.6929 343.5503
 0 0.01503540 -10.5198 3.6929 343.5503
 0 0.01654970 -10.5198 3.6929 343.5503
 0 0.01700870 -10.5198 3.6929 343.5503
 0 0.01827370 -10.5198 3.6929 343.5503
 0 0.01605130 -10.5198 3.6929 343.5503
 0 0.01525390 -10.5198 3.6929 343.5503
 0 0.01685500 -10.5198 3.6929 343.5503
 0 0.01665490 -10.5198 3.6929 343.5503
 0 0.01589970 -10.5198 3.6929 343.5503
 0 0.01887250 -10.5198 3.6929 343.5503
 0 0.01519120 -10.5198 3.6929 343.5503
 0 0.01705810 -10.5198 3.6929 343.5503
 0 0.01758380 -10.5198 3.6929 343.5503
 0 0.01552050 -10.5198 3.6929 343.5503
 0 0.01810410 -10.5198 3.6929 343.5503
 0 0.01492130 -10.5198 3.6929 343.5503
 0 0.01916090 -10.5198 3.6929 343.5503
 0 0.01867080 -10.5198 3.6929 343.5503
 0 0.01513250 -10.5198 3.6929 343.5503
 0 0.01449450 -10.5198 3.6929 343.5503
 0 0.01912370 -10.5198 3.6929 343.5503
 0 0.01525790 -10.5198 3.6929 343.5503
 0 0.01647900 -10.5198 3.6929 343.5503
 0 0.01539490 -10.5198 3.6929 343.5503
 0 0.01823450 -10.5198 3.6929 343.5503
 0 0.01497860 -10.5198 3.6929 343.5503
 0 0.01703860 -10.5198 3.6929 343.5503
 0 0.01755830 -10.5198 3.6929 343.5503
 0 0.01532140 -10.5198 3.6929 343.5503
 0 0.01814190 -10.5198 3.6929 343.5503
 0 0.01647740 -10.5198 3.6929 343.5503
 0 0.01969730 -10.5198 3.6929 343.5503
 0 0.01262380 -10.5198 3.6929 343.5503
 0 0.01757930 -10.5198 3.6929 343.5503
 0 0.01664700 -10.5198 3.6929 343.5503
 0 0.01707850 -10.5198 3.6929 343.5503
 0 0.01632750 -10.5198 3.6929 343.5503
 0 0.01683780 -10.5198 3.6929 343.5503
 0 0.01678370 -10.5198 3.6929 343.5503
 0 0.01666420 -10.5198 3.6929 343.5503
 0 0.01517120 -10.5198 3.6929 343.5503
 0 0.01610480 -10.5198 3.6929 345.2340
 0 0.01767030 -10.5198 3.6929 347.0814
 0 0.01756720 -10.5198 3.6929 348.9180
 0 0.01487750 -10.5198 3.6929 350.4734
 0 0.01646520 -10.5198 3.6929 352.1948
 0 0.01828970 -10.5198 3.6929 354.1069
 0 0.01647690 -10.5198 3.6929 355.8295
 0 0.01801900 -10.5198 3.6929 357.7134
 0 0.01451580 -10.5198 3.6929 359.2310
 0 0.01648560 -10.5198 3.6929 0.9545
 0 0.01620500 -10.5198 3.6929 2.6487
 0 0.01841910 -10.5198 3.6929 4.5744
 0 0.01664770 -10.5198 3.6929 6.3149
 0 0.01563250 -10.5198 3.6929 7.9492
 0 0.01670660 -10.5198 3.6929 9.6958
 0 0.01883620 -10.5198 3.6929 11.6651
 0 0.01354020 -10.5198 3.6929 13.0807
 0 0.01815730 -10.5198 3.6929 14.9790
 0 0.01714720 -10.5198 3.6929 16.7717
 0 0.01542710 -10.5198 3.6929 18.3846
 0 0.01641660 -10.5198 3.6929 20.1009
 0 0.01681690 -10.5198 3.6929 21.8591
 0 0.01903810 -10.5198 3.6929 23.8494
 0 0.01601240 -10.5198 3.6929 25.5235
 0 0.01589770 -10.5198 3.6929 27.1856
 0 0.01552910 -10.5198 3.6929 28.8091
 0 0.01666780 -10.5198 3.6929 30.5517
 0 0.01646460 -10.5198 3.6929 32.2730
 0 0.01729680 -10.4713 3.7645 34.0814
 0 0.01666310 -10.4226 3.8321 35.8234
 0 0.01733720 -10.3696 3.9007 37.6360
 0 0.01579240 -10.3214 3.9633 37.6360
 0 0.01643740 -10.2712 4.0283 37.6360
 0 0.01765970 -10.2173 4.0983 37.6360
 0 0.01800380 -10.1623 4.1696 37.6360
 0 0.01518300 -10.1160 4.2297 37.6360
 0 0.01752360 -10.0625 4.2991 37.6360
 0 0.01534040 -10.0156 4.3598 37.6360
 0 0.01670730 -9.9646 4.4260 37.6360
 0 0.01618470 -9.9152 4.4900 37.6360
 0 0.01785020 -9.8607 4.5607 37.6360
 0 0.01561280 -9.8130 4.6225 37.6360
 0 0.01746640 -9.7597 4.6917 37.6360
 0 0.01560130 -9.7121 4.7535 37.6360
 0 0.01684680 -9.6606 4.8202 37.6360
 0 0.01784600 -9.6062 4.8908 37.6360
 0 0.01535920 -9.5593 4.9516 37.6360
 0 0.01628670 -9.5095 5.0161 37.6360
 0 0.01761010 -9.4558 5.0859 37.6360
 0 0.01855470 -9.3967 5.1574 39.5759
 0 0.01910730 -9.3333 5.2288 41.5735
 0 0.01300200 -9.2890 5.2764 42.9328
 0 0.01655110 -9.2308 5.3353 44.6632
 0 0.01599280 -9.2308 5.3353 46.3352
 0 0.01578910 -9.2308 5.3353 47.9859
 0 0.01809740 -9.2308 5.3353 49.8779
 0 0.01582620 -9.2308 5.3353 51.5325
 0 0.01736400 -9.2308 5.3353 53.3479
 0 0.01641090 -9.2308 5.3353 55.0636
 0 0.01719850 -9.2308 5.3353 56.8617
 0 0.01525600 -9.2308 5.3353 58.4567
 0 0.01954260 -9.2308 5.3353 60.4998
 0 0.01447590 -9.2308 5.3353 62.0132
 0 0.01693050 -9.2308 5.3353 63.7833
 0 0.01822480 -9.2308 5.3353 65.6886
 0 0.01649870 -9.2308 5.3353 67.4135
 0 0.01464640 -9.2308 5.3353 68.9448
 0 0.01700660 -9.2308 5.3353 70.7228
